loan_amnt,annual_inc,dti,emp_length,grade,term,purpose,home_ownership,state,revol_util,fico,default
12000.0,175000.0,9.33,10+ years,C, 36 months,credit_card,MORTGAGE,FL,3.5,689.0,0
25000.0,140000.0,11.67,8 years,B, 60 months,debt_consolidation,MORTGAGE,AL,39.3,734.0,0
23225.0,62000.0,21.1,10+ years,D, 60 months,debt_consolidation,MORTGAGE,IN,75.4,709.0,1
11000.0,75000.0,8.88,7 years,B, 60 months,credit_card,MORTGAGE,OK,67.4,689.0,0
4200.0,38000.0,4.8,2 years,C, 36 months,debt_consolidation,MORTGAGE,KY,71.1,664.0,0
10000.0,85000.0,14.38,< 1 year,A, 36 months,debt_consolidation,RENT,WI,22.1,709.0,0
12000.0,40000.0,24.6,10+ years,D, 36 months,debt_consolidation,RENT,WA,77.8,684.0,0
10000.0,65000.0,29.54,6 years,C, 36 months,debt_consolidation,MORTGAGE,CA,61.0,664.0,1
29000.0,122000.0,12.52,3 years,A, 36 months,credit_card,OWN,UT,73.2,719.0,0
16000.0,165000.0,10.92,1 year,B, 60 months,home_improvement,MORTGAGE,TX,96.8,684.0,0
25200.0,107000.0,18.78,10+ years,B, 60 months,credit_card,MORTGAGE,CT,82.5,694.0,0
4800.0,50000.0,31.42,10+ years,C, 36 months,debt_consolidation,MORTGAGE,AZ,65.5,709.0,0
8500.0,42000.0,24.23,< 1 year,B, 36 months,credit_card,RENT,TN,34.5,669.0,0
24000.0,80000.0,19.32,7 years,B, 60 months,debt_consolidation,MORTGAGE,TX,57.1,669.0,0
3600.0,16000.0,8.7,3 years,B, 36 months,credit_card,MORTGAGE,CA,86.8,664.0,0
6750.0,62500.0,12.77,7 years,B, 36 months,home_improvement,MORTGAGE,CA,85.0,714.0,0
15950.0,38000.0,17.88,1 year,E, 60 months,debt_consolidation,MORTGAGE,AZ,70.3,739.0,0
24000.0,165000.0,13.17,2 years,B, 60 months,debt_consolidation,MORTGAGE,CA,0.0,719.0,0
3000.0,22000.0,27.77,8 years,A, 36 months,debt_consolidation,OWN,PA,10.7,789.0,1
12000.0,52000.0,23.03,10+ years,C, 36 months,credit_card,RENT,MA,73.7,669.0,0
8000.0,50000.0,29.84,10+ years,A, 36 months,debt_consolidation,RENT,NH,87.9,679.0,0
3000.0,14400.0,27.23,2 years,D, 36 months,credit_card,RENT,NJ,51.4,664.0,0
35000.0,117756.0,24.98,10+ years,B, 36 months,debt_consolidation,MORTGAGE,GA,80.3,719.0,0
8750.0,25000.0,26.31,2 years,C, 36 months,debt_consolidation,OWN,CA,44.0,689.0,0
24000.0,125000.0,23.56,4 years,B, 36 months,credit_card,MORTGAGE,TN,64.4,679.0,0
6375.0,51000.0,11.88,10+ years,B, 36 months,other,MORTGAGE,PA,41.9,714.0,0
12000.0,67006.86,16.98,10+ years,C, 60 months,debt_consolidation,MORTGAGE,TX,87.3,729.0,0
5000.0,24000.0,18.15,< 1 year,C, 36 months,moving,RENT,NY,45.5,734.0,0
5000.0,105000.0,20.78,8 years,B, 36 months,debt_consolidation,RENT,PA,35.7,744.0,1
10000.0,65000.0,27.88,< 1 year,C, 36 months,home_improvement,MORTGAGE,SC,78.3,714.0,1
4800.0,55000.0,22.65,7 years,D, 36 months,other,MORTGAGE,OK,69.7,694.0,0
28000.0,150000.0,10.28,4 years,D, 60 months,debt_consolidation,MORTGAGE,NC,67.1,684.0,0
6000.0,42000.0,14.23,3 years,B, 36 months,debt_consolidation,MORTGAGE,MI,16.0,684.0,1
24000.0,86000.0,26.22,9 years,B, 36 months,debt_consolidation,RENT,IL,63.0,669.0,1
29000.0,58000.0,25.12,10+ years,C, 36 months,debt_consolidation,RENT,TX,67.8,724.0,0
10800.0,45000.0,20.99,7 years,A, 36 months,debt_consolidation,RENT,AZ,40.7,719.0,0
34000.0,81000.0,35.29,10+ years,F, 60 months,credit_card,OWN,MA,59.7,689.0,1
20000.0,79200.0,16.12,10+ years,B, 60 months,credit_card,MORTGAGE,GA,88.6,709.0,0
21875.0,49735.44,12.14,3 years,E, 60 months,debt_consolidation,MORTGAGE,IL,33.5,699.0,0
30000.0,60000.0,22.12,< 1 year,D, 36 months,credit_card,RENT,CA,30.6,774.0,1
11200.0,64000.0,18.19,9 years,A, 36 months,home_improvement,MORTGAGE,NC,25.2,789.0,0
18000.0,95000.0,24.42,4 years,B, 60 months,debt_consolidation,MORTGAGE,TX,21.0,704.0,0
3500.0,40000.0,5.88,2 years,C, 36 months,medical,RENT,PA,34.9,704.0,0
30000.0,74000.0,25.59,8 years,E, 60 months,credit_card,MORTGAGE,NY,40.5,714.0,0
20000.0,190000.0,17.92,8 years,C, 60 months,debt_consolidation,MORTGAGE,MD,62.6,694.0,0
8000.0,36000.0,26.47,2 years,D, 36 months,debt_consolidation,MORTGAGE,PA,73.8,704.0,0
10000.0,50000.0,18.12,10+ years,D, 60 months,debt_consolidation,RENT,UT,62.2,674.0,1
16000.0,87000.0,16.04,10+ years,A, 36 months,debt_consolidation,MORTGAGE,CA,23.7,749.0,0
7000.0,25000.0,12.53,10+ years,D, 36 months,debt_consolidation,RENT,VT,100.5,669.0,0
10000.0,100000.0,25.11,10+ years,C, 36 months,moving,MORTGAGE,CA,56.9,704.0,0
9000.0,45000.0,27.44,10+ years,B, 36 months,debt_consolidation,MORTGAGE,TN,4.0,774.0,0
20000.0,80000.0,24.45,10+ years,E, 60 months,debt_consolidation,MORTGAGE,UT,89.4,724.0,0
21600.0,200000.0,12.32,10+ years,B, 36 months,credit_card,MORTGAGE,CA,29.4,714.0,0
6000.0,95000.0,15.45,9 years,C, 36 months,debt_consolidation,RENT,CO,96.4,679.0,0
5000.0,42000.0,30.17,2 years,D, 36 months,debt_consolidation,RENT,FL,96.9,689.0,0
14950.0,44000.0,26.76,9 years,D, 36 months,debt_consolidation,RENT,MD,55.0,684.0,0
22000.0,66100.0,24.01,9 years,C, 36 months,debt_consolidation,RENT,AZ,41.1,734.0,0
16500.0,45000.0,16.61,6 years,C, 36 months,debt_consolidation,RENT,CA,57.3,689.0,0
10000.0,51000.0,23.55,1 year,C, 36 months,debt_consolidation,MORTGAGE,FL,72.0,679.0,1
14400.0,150000.0,30.52,5 years,B, 36 months,credit_card,MORTGAGE,OK,52.4,694.0,0
11200.0,82000.0,17.4,6 years,B, 36 months,debt_consolidation,MORTGAGE,OH,81.1,684.0,0
24000.0,80000.0,11.4,< 1 year,C, 36 months,debt_consolidation,RENT,CA,98.8,714.0,0
24000.0,65000.0,26.94,7 years,B, 36 months,credit_card,RENT,OH,82.2,684.0,0
9600.0,29000.0,22.94,4 years,C, 36 months,other,RENT,FL,32.9,674.0,0
10000.0,50000.0,7.75,2 years,A, 36 months,credit_card,RENT,WI,84.2,679.0,0
6000.0,36192.0,5.17,10+ years,B, 36 months,home_improvement,MORTGAGE,FL,21.4,704.0,0
8500.0,39702.0,31.32,2 years,A, 36 months,credit_card,MORTGAGE,OH,60.2,739.0,0
3200.0,93000.0,2.12,10+ years,B, 36 months,credit_card,RENT,IL,22.2,719.0,0
7425.0,42000.0,37.69,3 years,F, 36 months,debt_consolidation,OWN,AL,53.2,679.0,0
6000.0,42000.0,10.56,5 years,B, 36 months,car,RENT,CO,20.1,679.0,0
30000.0,84000.0,16.27,6 years,C, 60 months,debt_consolidation,MORTGAGE,CA,30.1,689.0,0
4725.0,59000.0,23.42,3 years,D, 36 months,debt_consolidation,RENT,GA,69.5,694.0,0
12000.0,72500.0,9.62,< 1 year,C, 36 months,debt_consolidation,OWN,GA,55.2,664.0,0
35000.0,91000.0,13.68,< 1 year,C, 60 months,home_improvement,MORTGAGE,TX,62.3,754.0,0
19875.0,54000.0,27.18,10+ years,D, 60 months,credit_card,MORTGAGE,SC,35.8,754.0,0
17000.0,75000.0,8.16,6 years,C, 36 months,debt_consolidation,RENT,TX,86.3,674.0,0
8000.0,53000.0,11.39,3 years,B, 36 months,credit_card,MORTGAGE,FL,31.5,684.0,0
6300.0,43000.0,27.18,10+ years,E, 36 months,other,RENT,RI,58.8,689.0,0
35000.0,275000.0,17.75,4 years,D, 60 months,debt_consolidation,MORTGAGE,TN,67.4,734.0,0
11000.0,25000.0,9.51,10+ years,A, 36 months,debt_consolidation,RENT,RI,10.0,734.0,0
12000.0,41000.0,22.66,10+ years,B, 60 months,credit_card,OWN,AL,82.7,699.0,0
22000.0,55000.0,9.93,1 year,E, 60 months,home_improvement,MORTGAGE,IL,58.3,674.0,1
9000.0,46000.0,18.5,2 years,B, 36 months,debt_consolidation,RENT,WI,63.4,689.0,0
6000.0,49000.0,30.49,10+ years,A, 36 months,home_improvement,MORTGAGE,MO,0.1,764.0,0
16000.0,70000.0,17.33,10+ years,C, 60 months,debt_consolidation,MORTGAGE,TN,54.8,669.0,0
19800.0,75000.0,24.11,< 1 year,D, 60 months,debt_consolidation,OWN,MN,43.8,679.0,1
11000.0,48000.0,21.95,1 year,A, 36 months,debt_consolidation,MORTGAGE,AZ,60.9,724.0,0
20900.0,58100.0,13.86,< 1 year,E, 60 months,debt_consolidation,RENT,GA,48.6,694.0,0
5375.0,100000.0,4.98,10+ years,C, 36 months,debt_consolidation,RENT,FL,43.0,674.0,1
12000.0,89000.0,17.53,10+ years,B, 36 months,home_improvement,MORTGAGE,NY,74.8,699.0,0
10000.0,52000.0,3.4,3 years,B, 36 months,debt_consolidation,RENT,LA,27.4,714.0,0
10000.0,51000.0,13.06,3 years,B, 36 months,debt_consolidation,MORTGAGE,FL,70.1,684.0,0
12000.0,55000.0,27.93,5 years,A, 36 months,debt_consolidation,MORTGAGE,LA,5.3,814.0,0
11200.0,103000.0,31.18,10+ years,C, 60 months,debt_consolidation,MORTGAGE,GA,95.2,704.0,1
9600.0,53780.0,20.96,10+ years,D, 36 months,home_improvement,MORTGAGE,NJ,49.8,669.0,0
21000.0,95000.0,27.34,4 years,B, 60 months,credit_card,MORTGAGE,TN,96.2,729.0,0
11200.0,110000.0,17.47,10+ years,D, 60 months,debt_consolidation,MORTGAGE,WA,68.9,674.0,0
14000.0,152000.0,11.03,3 years,B, 60 months,debt_consolidation,OWN,IN,37.9,704.0,1
3800.0,37000.0,16.96,7 years,C, 36 months,debt_consolidation,MORTGAGE,OH,34.0,669.0,0
25000.0,56500.0,16.23,10+ years,C, 60 months,debt_consolidation,OWN,PA,95.2,694.0,0
10000.0,60000.0,17.0,8 years,B, 36 months,credit_card,MORTGAGE,TX,76.3,689.0,0
10075.0,28000.0,15.0,5 years,E, 60 months,debt_consolidation,RENT,FL,57.6,664.0,0
25000.0,150000.0,8.58,7 years,A, 36 months,debt_consolidation,RENT,CA,41.7,729.0,0
5000.0,44100.0,22.04,10+ years,C, 36 months,debt_consolidation,MORTGAGE,IL,75.7,679.0,0
