loan_amnt,annual_inc,dti,emp_length,grade,term,purpose,home_ownership,state,revol_util,fico,default
30673.865132907173,66981.00580942535,25.711318778229362,7 years,F, 60 months,credit_card,MORTGAGE,TX,74.04161897537767,515.6798555650072,0
11091.219555018804,35346.48015379423,15.265314141665405,< 1 year,G, 36 months,debt_consolidation,RENT,FL,69.12244795736967,366.2617255916331,1
6454.077937550948,32277.26184137474,11.21413361909565,8 years,G, 36 months,debt_consolidation,RENT,NY,50.188734605719034,407.91008247791774,1
35000.0,181835.87420112983,15.724602984417979,10 years,E, 60 months,debt_consolidation,RENT,TX,50.41226607841641,586.7621965870661,1
2554.421116950529,58150.703677502526,23.844477441313,10 years,F, 36 months,credit_card,MORTGAGE,CA,90.85658266921956,577.2324770880103,0
15408.53491060202,123005.78085351242,11.52661129353076,< 1 year,F, 36 months,debt_consolidation,MORTGAGE,TX,58.296940171551,444.65085029176754,0
13176.365571942513,36556.37427740143,40.58679977918551,3 years,E, 36 months,debt_consolidation,RENT,MN,67.1425748894241,550.7289325095717,0
9290.193853214307,59848.68130875839,34.73078870879726,< 1 year,G, 36 months,debt_consolidation,RENT,TX,30.039750397589458,357.9723100069079,1
8866.433567884986,55104.568373314316,32.83128097409737,9 years,E, 36 months,debt_consolidation,MORTGAGE,AZ,38.081737761319886,563.6047789313438,1
8556.658249010308,42612.40895544345,20.716101899316218,10 years,F, 36 months,credit_card,MORTGAGE,TX,25.85789171826927,486.9316257900929,1
3831.896915836073,57706.17295521278,1.5064728880953484,10 years,F, 36 months,medical,RENT,CA,31.43102863720619,529.9275125132087,0
11192.509217610603,84652.5100076785,2.4935446307619915,10 years,E, 60 months,credit_card,MORTGAGE,RI,22.531569193185,576.8016661725615,1
10585.175514347486,78291.26920294609,3.1187528579126385,9 years,E, 36 months,other,OWN,NJ,45.0826380099186,504.54847150591723,1
8398.813421988967,59917.478970921205,31.742156464128982,2 years,G, 36 months,credit_card,RENT,TX,61.80229810929286,388.207448589426,1
2487.5481408532028,51606.141994496,27.89590853603244,< 1 year,G, 36 months,home_improvement,MORTGAGE,MA,60.73296490005607,426.4319919030476,1
9767.128733012834,84513.24496426477,29.387002215893666,7 years,F, 36 months,debt_consolidation,RENT,NY,47.95570170630653,469.72799230476465,1
4167.901487935507,59414.37335589315,12.823699989640673,< 1 year,G, 36 months,debt_consolidation,RENT,OK,53.687836261993446,364.511438496701,1
23200.442330596125,47638.54598848078,29.99939224085365,1 years,G, 36 months,debt_consolidation,MORTGAGE,CA,41.10513196404221,465.3340498979677,1
23126.857010942484,75094.6648852473,33.02493741110083,< 1 year,G, 60 months,credit_card,MORTGAGE,MI,79.44946616543444,337.86987372140686,0
11888.709492925254,44816.92889098183,15.902588766820376,2 years,F, 36 months,credit_card,RENT,GA,24.813182356997803,496.49354371683773,0
7242.219821589599,41979.59473076169,31.331540877601576,1 years,E, 60 months,credit_card,RENT,VT,48.38592253162582,547.0025097393324,0
24478.853603795582,66721.33871704487,21.134924792665274,1 years,E, 60 months,debt_consolidation,RENT,CA,50.114390233037426,610.1669333528424,1
14411.277282460296,81811.63482841762,21.48619310474036,10 years,G, 36 months,credit_card,OWN,TX,35.90951998998225,395.5208097751523,1
25064.14811894275,57171.588195655524,20.38837719181866,7 years,E, 60 months,debt_consolidation,RENT,OK,93.68796122950435,587.3461918838826,0
21772.428388247026,121362.30897236045,12.1268658740959,1 years,E, 36 months,credit_card,RENT,NY,95.65246702826192,566.7792632035562,0
16885.311317452015,48523.86885295907,34.68546078912374,2 years,F, 60 months,credit_card,MORTGAGE,NC,68.38059645060466,434.64366518023905,0
18723.668207229788,67262.58926821747,7.937890899018573,9 years,F, 36 months,credit_card,RENT,NE,1.4577321469176514,456.70564694419227,0
5778.887696425657,22595.39579042082,19.82950055228187,3 years,G, 36 months,debt_consolidation,RENT,CO,74.66536536385024,441.55696171545407,1
8896.614849042338,34421.08737343742,14.28230135956668,6 years,F, 36 months,credit_card,OWN,MI,33.83834583221067,451.4139411940804,1
31770.703798506547,100099.29131818941,6.0611206036808145,6 years,G, 60 months,debt_consolidation,OWN,DC,41.274728101929,469.4795690292923,0
3654.657574297779,40516.37454267443,39.69332735406856,10 years,G, 36 months,debt_consolidation,RENT,TX,39.16987760854546,362.08622717421895,1
11078.99592733283,93535.03622117883,11.068717993076508,9 years,F, 60 months,debt_consolidation,MORTGAGE,VA,80.30480140361296,564.9195203699306,0
17728.28312134323,50944.45299442919,17.115176045914065,7 years,G, 36 months,debt_consolidation,MORTGAGE,CA,49.87033273308924,309.8337126450775,1
8325.1388054864,65674.80363035953,16.40783812172649,9 years,E, 36 months,debt_consolidation,MORTGAGE,MA,52.75818387079265,585.5512492613061,0
3169.1695103655643,47256.52824851975,37.303405314830286,1 years,G, 36 months,credit_card,RENT,OR,36.469770204473775,470.95815858434037,1
17460.351017744342,61352.24872573475,21.86754141383692,1 years,D, 36 months,debt_consolidation,RENT,FL,32.763577694603214,612.1050205196161,0
13874.220713063769,60994.24603918865,20.858304084344848,9 years,G, 36 months,credit_card,OWN,IL,22.18481075545145,314.085166660062,1
13547.178150413973,33943.95518025233,38.320888660514825,7 years,E, 60 months,credit_card,MORTGAGE,FL,46.80741761976531,569.3902744108349,1
11372.011105712785,93858.12036563017,24.827548533826388,10 years,E, 36 months,debt_consolidation,MORTGAGE,NY,89.74468170875829,570.6763329219408,0
16058.304202952037,27302.390641291906,40.31616695845417,2 years,E, 60 months,medical,RENT,NC,75.83339665004556,611.2381068763533,0
10642.920533140823,43892.12943337937,14.13451329033545,9 years,F, 36 months,credit_card,RENT,RI,76.89501884987759,462.6807244476054,1
25071.613570713558,245502.8202935679,21.017582373961904,9 years,F, 36 months,credit_card,OWN,MI,90.56734064310568,496.11097266687887,0
4697.7436339231235,53438.27427421451,28.544796495662165,10 years,G, 36 months,debt_consolidation,MORTGAGE,FL,83.89673860540502,323.828138505298,1
10418.043779872614,54904.18182881871,20.88104565679617,9 years,G, 60 months,other,OWN,NY,65.1343814777055,337.14278633144716,0
16430.615449375102,53108.05997275267,36.08865136137464,10 years,F, 60 months,credit_card,MORTGAGE,VA,78.35638000230567,531.6529526882283,0
11487.847944862064,50355.13600416251,30.82680714113292,1 years,E, 36 months,debt_consolidation,OWN,WY,88.00362522612164,559.9594323766131,1
9022.70052194256,96163.87006149892,1.09131884868965,10 years,E, 36 months,credit_card,OWN,NY,18.21345775218057,560.9217689818832,1
6844.508065310872,68710.97739794533,24.816922993573865,< 1 year,G, 36 months,debt_consolidation,MORTGAGE,OK,72.12767937151247,470.8091497237217,0
16615.589111745925,116401.73035871562,25.519418251062625,10 years,F, 60 months,debt_consolidation,MORTGAGE,SC,44.66359786542301,504.02156143427754,1
10331.927457401602,28899.320655323096,14.545212915309403,2 years,E, 36 months,debt_consolidation,OWN,CA,32.258025774262535,607.407287881226,0
13036.06675048109,53607.50912060393,30.66513896872213,3 years,D, 36 months,debt_consolidation,MORTGAGE,AL,84.46605012437014,600.8346244474451,0
3098.650952001328,70892.25225666311,26.262929413106434,10 years,F, 36 months,home_improvement,RENT,CA,55.75000672723391,546.6499887349905,0
9598.722477334011,61016.05958024478,1.8286913300271057,8 years,G, 36 months,home_improvement,MORTGAGE,NC,10.568723623965028,382.68995274681237,1
26516.40368729006,380711.8542896601,10.109805201460436,9 years,E, 36 months,debt_consolidation,MORTGAGE,CA,62.90266718834046,591.6939940715336,0
7231.843485582637,20000.0,29.356444506564337,< 1 year,G, 36 months,credit_card,RENT,OK,45.828662295704625,447.81881727004617,1
30057.402469533343,74760.44411070818,27.99203333629614,6 years,G, 36 months,debt_consolidation,OWN,WA,32.475272366418565,362.4237135931941,1
14813.543327902775,37630.655715107496,26.256092133895397,5 years,G, 36 months,debt_consolidation,RENT,CA,44.29864201146316,402.86894138650115,1
1000.0,61374.250612417985,16.112562568444446,8 years,G, 36 months,home_improvement,MORTGAGE,IN,22.924540270773083,406.71246302263506,1
12578.658510457739,68408.00694323133,5.929162676159569,8 years,G, 36 months,debt_consolidation,RENT,MA,27.824841442929834,397.86976951928546,1
11922.083146234449,26741.89340035644,19.145471127299665,1 years,G, 60 months,credit_card,MORTGAGE,OK,51.11375326862357,322.0704874009291,0
9661.178511173905,36442.59891324681,26.496889638159363,1 years,D, 36 months,credit_card,RENT,FL,60.372931502534094,608.2569878538071,0
19212.29571595834,94952.50938277763,19.174444763150007,4 years,F, 36 months,debt_consolidation,MORTGAGE,TX,30.7760376086188,521.0647491306099,1
10995.64230619358,45036.23511993695,25.202383365705952,2 years,G, 60 months,debt_consolidation,MORTGAGE,OR,85.18029935924191,350.07518752822847,1
12228.672751751616,101307.492788176,16.832404358347866,10 years,G, 36 months,other,MORTGAGE,IL,62.78955709141463,447.2452003266681,0
7168.179531849641,65185.130946370606,29.392076312135703,10 years,E, 36 months,debt_consolidation,MORTGAGE,FL,68.78462191904202,555.3142266677294,1
34461.09231065619,79510.70914409372,19.508567738649475,10 years,G, 36 months,credit_card,RENT,SC,52.886746583982294,303.4816566305053,1
19492.781539571144,104755.9429255873,25.747210858593785,5 years,F, 60 months,debt_consolidation,OWN,TX,46.76538806733854,561.2796564081191,1
1477.414388773068,44257.024772934565,27.75676061169606,9 years,G, 36 months,other,MORTGAGE,GA,34.45571373840568,355.26409510593265,1
13322.96249421241,29310.390989394986,35.87090693462022,< 1 year,F, 60 months,debt_consolidation,MORTGAGE,MI,71.77605781912793,469.9348353858961,1
7660.473292319922,40556.40572332886,26.56778639985321,< 1 year,F, 36 months,debt_consolidation,MORTGAGE,MI,26.993061679069328,544.9686183743518,1
9480.961107961179,85206.73304544884,26.694232196464664,9 years,D, 60 months,debt_consolidation,RENT,FL,42.814814097425156,603.4371094595001,0
7823.272719957706,52335.43890393779,23.26545236093778,1 years,G, 36 months,debt_consolidation,RENT,CO,19.159329364850326,388.09861523036216,1
5895.922873901041,29336.488610948596,25.846024674675423,1 years,F, 36 months,debt_consolidation,RENT,WI,75.58707514770965,507.868603374958,1
14306.308611792483,110569.6803337496,18.86361034118658,10 years,E, 36 months,credit_card,MORTGAGE,NE,76.43686960579211,597.9431272286944,1
23400.95925962463,113805.95896769299,7.694313947457,9 years,E, 36 months,debt_consolidation,OWN,FL,32.390100677737955,595.2460658387263,0
7357.058195967447,108337.8340803238,14.717711229666579,10 years,E, 36 months,credit_card,MORTGAGE,NJ,76.74030116185882,598.0708896333796,1
17152.42386098687,55156.93935648584,23.784703765927027,4 years,F, 36 months,debt_consolidation,RENT,CA,53.96249310218859,474.76191499952404,1
22862.494137794303,89062.66677327985,21.260732145117522,10 years,F, 60 months,debt_consolidation,MORTGAGE,FL,89.1368291003664,561.3971220067294,1
7029.03122277253,51946.98162396894,16.21295463440025,10 years,G, 36 months,debt_consolidation,RENT,CA,66.74520462908326,400.28484571426196,0
7110.635433004437,23166.68476516324,33.66300673910158,< 1 year,G, 36 months,credit_card,RENT,NY,58.357469547046136,352.2193023759039,1
2343.4097558184235,45308.94983950226,36.21390100469727,9 years,E, 36 months,other,RENT,CA,24.375407052643475,510.7078770096782,1
15303.394387977121,43117.190248477054,19.50738775202127,5 years,G, 36 months,debt_consolidation,RENT,CA,24.986754202649017,320.5759397659841,0
13466.464961193768,68523.61449220823,34.39713587845549,9 years,G, 36 months,debt_consolidation,MORTGAGE,IL,36.7984001606681,319.6809237546753,1
16988.16678683232,60119.0732462857,18.462486505219335,4 years,E, 36 months,debt_consolidation,RENT,CA,62.39450800029631,506.62837216338414,0
11493.04891004447,39831.36178072402,6.401087499666745,6 years,G, 36 months,debt_consolidation,RENT,CA,13.319480965579949,480.08230206306496,0
12725.151959746841,20000.0,31.571220574924162,10 years,F, 36 months,credit_card,MORTGAGE,KY,23.25107719996608,422.8825888023188,1
6159.89177473915,49256.52054478396,12.815947134135104,2 years,E, 36 months,credit_card,RENT,PA,87.5710659607587,578.8895591230242,0
15866.696353915004,141678.39215263366,25.053988925378913,7 years,G, 36 months,debt_consolidation,MORTGAGE,MA,50.34788481849019,323.2221628657147,1
12687.25301277635,95976.86101144299,12.215398921094636,4 years,E, 36 months,home_improvement,MORTGAGE,CT,58.50625732666186,583.1232413137603,0
4781.187282125025,33709.795368770836,28.053607350483084,5 years,G, 36 months,debt_consolidation,RENT,OK,20.601284067984977,337.33727354511194,1
12017.683375017352,57053.31575834295,11.322215294465693,8 years,F, 36 months,debt_consolidation,MORTGAGE,TX,72.3847273736861,548.2267088302934,0
8405.592856031559,48254.619638212636,20.019146549062047,6 years,G, 60 months,debt_consolidation,MORTGAGE,MI,73.34726518923739,307.1743107291996,1
6528.120699482063,45167.11201267864,40.21761545189306,5 years,F, 36 months,debt_consolidation,RENT,NY,67.92709996704396,591.5331653411929,1
14924.761054663799,64006.64663128598,18.48409298108438,< 1 year,F, 36 months,debt_consolidation,MORTGAGE,MI,30.8940320436118,525.4905672835683,1
12149.814467753708,100948.8482017999,14.02682152053353,5 years,E, 36 months,other,MORTGAGE,CO,34.64003043362912,535.7481856027249,0
5565.816153569398,86347.75078726234,20.95631544245577,1 years,F, 36 months,debt_consolidation,MORTGAGE,IL,10.810616889033485,552.3755890293353,1
18916.513423648154,92727.6892892604,16.914646311133737,10 years,D, 60 months,credit_card,MORTGAGE,MA,67.34327390099278,610.7679281124965,0
16630.142364311017,56109.057472336004,21.659195619564745,4 years,G, 36 months,credit_card,OWN,AZ,76.15149170042636,472.984098335042,1
8918.77974948927,77406.28685143022,25.331819136022396,1 years,G, 60 months,credit_card,RENT,TX,61.552650505985156,354.9938342516052,1
5309.621443090447,54241.22595430016,43.37439323223891,9 years,G, 36 months,other,OWN,AZ,38.202301761421836,406.81062849050187,1
