loan_amnt,annual_inc,dti,emp_length,grade,term,purpose,home_ownership,state,revol_util,fico,default
6000.0,42000.0,31.43,8 years,B, 36 months,debt_consolidation,MORTGAGE,FL,41.5,684.0,0
20000.0,62000.0,23.31,6 years,E, 60 months,debt_consolidation,RENT,IL,93.2,679.0,0
5600.0,42000.0,14.89,7 years,C, 36 months,debt_consolidation,MORTGAGE,MI,61.2,684.0,0
21600.0,77000.0,11.16,3 years,C, 60 months,debt_consolidation,MORTGAGE,NE,81.7,689.0,0
11000.0,120000.0,8.64,1 year,C, 60 months,debt_consolidation,RENT,TX,44.1,674.0,0
10000.0,50000.0,11.07,10+ years,A, 36 months,debt_consolidation,MORTGAGE,PA,77.9,689.0,0
12000.0,40000.0,18.63,8 years,B, 36 months,credit_card,OWN,MI,40.7,699.0,0
16500.0,63000.0,20.08,9 years,B, 36 months,credit_card,MORTGAGE,MN,40.6,694.0,0
6000.0,98000.0,5.8,10+ years,B, 36 months,credit_card,RENT,CA,62.2,684.0,0
12000.0,70000.0,17.11,3 years,C, 36 months,debt_consolidation,MORTGAGE,OH,92.7,674.0,0
35000.0,75000.0,23.12,8 years,C, 60 months,debt_consolidation,RENT,NJ,65.6,694.0,1
10000.0,60000.0,4.3,10+ years,A, 60 months,credit_card,OWN,KY,37.1,749.0,0
20000.0,125000.0,14.13,2 years,C, 60 months,debt_consolidation,MORTGAGE,IL,39.7,699.0,0
21000.0,72000.0,24.65,< 1 year,E, 60 months,credit_card,RENT,FL,74.0,669.0,0
12000.0,45000.0,4.91,10+ years,B, 36 months,credit_card,RENT,NY,64.3,694.0,0
15000.0,76000.0,26.37,3 years,C, 60 months,debt_consolidation,MORTGAGE,GA,62.5,694.0,1
32000.0,90000.0,17.3,2 years,B, 36 months,debt_consolidation,MORTGAGE,MN,58.7,714.0,0
17000.0,77871.62,19.34,10+ years,C, 60 months,debt_consolidation,RENT,VA,58.9,704.0,0
22000.0,54000.0,30.53,10+ years,B, 60 months,credit_card,RENT,NY,31.4,719.0,1
6000.0,106000.0,10.83,4 years,A, 36 months,credit_card,RENT,MD,33.3,734.0,0
15000.0,60000.0,28.7,10+ years,B, 36 months,debt_consolidation,RENT,CA,40.9,714.0,1
5000.0,22000.0,23.02,8 years,A, 36 months,debt_consolidation,RENT,MN,30.0,719.0,0
21000.0,65000.0,20.57,10+ years,C, 60 months,debt_consolidation,MORTGAGE,IL,67.7,684.0,1
4800.0,65000.0,3.64,< 1 year,B, 36 months,home_improvement,MORTGAGE,MD,23.2,709.0,0
12000.0,50000.0,7.65,4 years,D, 36 months,debt_consolidation,RENT,CA,46.9,679.0,0
30000.0,82000.0,31.01,8 years,C, 60 months,credit_card,RENT,VA,87.0,689.0,0
16800.0,40000.0,18.19,10+ years,D, 60 months,debt_consolidation,RENT,FL,48.9,679.0,0
10100.0,90000.0,10.15,1 year,D, 36 months,debt_consolidation,MORTGAGE,NJ,81.0,664.0,0
29900.0,65000.0,9.25,3 years,F, 60 months,debt_consolidation,RENT,TX,17.5,694.0,1
15000.0,40000.0,26.4,1 year,C, 36 months,debt_consolidation,RENT,NJ,54.9,684.0,0
10000.0,32000.0,13.17,4 years,B, 36 months,credit_card,OWN,NE,64.9,674.0,0
20000.0,70000.0,9.75,3 years,A, 60 months,debt_consolidation,MORTGAGE,CT,41.2,739.0,0
20000.0,97000.0,14.01,5 years,A, 36 months,debt_consolidation,RENT,MN,59.3,714.0,0
16000.0,225000.0,11.36,10+ years,A, 36 months,credit_card,MORTGAGE,FL,68.4,669.0,0
27000.0,95000.0,23.77,10+ years,B, 60 months,credit_card,MORTGAGE,NJ,38.8,784.0,0
8000.0,42000.0,13.06,1 year,C, 36 months,debt_consolidation,RENT,PA,11.7,734.0,0
10000.0,31500.0,22.55,1 year,C, 60 months,credit_card,RENT,MN,53.6,699.0,0
6000.0,44000.0,15.11,1 year,A, 36 months,vacation,RENT,FL,40.7,729.0,0
8500.0,52000.0,19.82,6 years,A, 36 months,debt_consolidation,RENT,VA,52.8,669.0,1
11200.0,75000.0,21.97,10+ years,D, 36 months,other,OWN,GA,53.4,689.0,0
15000.0,140000.0,17.14,10+ years,C, 36 months,debt_consolidation,MORTGAGE,CA,64.7,669.0,0
8000.0,60000.0,11.6,9 years,B, 36 months,other,MORTGAGE,CA,45.5,684.0,0
25500.0,51000.0,24.17,5 years,C, 36 months,credit_card,RENT,WA,49.2,709.0,0
12000.0,37000.0,39.9,9 years,D, 60 months,credit_card,OWN,PA,79.9,679.0,1
15000.0,40000.0,21.18,7 years,B, 60 months,debt_consolidation,OWN,CO,48.3,719.0,0
30000.0,90000.0,16.0,8 years,C, 60 months,debt_consolidation,MORTGAGE,FL,43.2,744.0,0
9800.0,35000.0,30.04,10+ years,B, 36 months,other,OWN,CA,5.7,669.0,0
21000.0,188000.0,15.09,3 years,B, 36 months,house,RENT,TX,11.3,814.0,0
24000.0,120000.0,13.92,< 1 year,A, 36 months,debt_consolidation,MORTGAGE,MD,53.6,719.0,0
20000.0,62500.0,7.07,2 years,A, 36 months,debt_consolidation,RENT,CO,36.6,754.0,0
4800.0,60000.0,30.28,8 years,D, 36 months,other,MORTGAGE,CA,57.2,699.0,0
5000.0,40000.0,19.35,5 years,B, 36 months,home_improvement,OWN,TN,25.5,684.0,1
20000.0,92000.0,19.63,10+ years,B, 36 months,debt_consolidation,MORTGAGE,WA,48.5,679.0,0
3000.0,81471.0,20.19,5 years,D, 36 months,debt_consolidation,MORTGAGE,MD,85.2,679.0,0
18000.0,175000.0,22.1,10+ years,B, 60 months,debt_consolidation,MORTGAGE,PA,81.4,729.0,0
14000.0,62000.0,21.58,5 years,C, 60 months,debt_consolidation,MORTGAGE,ND,79.3,684.0,0
12800.0,83000.0,4.97,3 years,A, 60 months,debt_consolidation,MORTGAGE,GA,15.7,744.0,0
19200.0,98000.0,26.88,10+ years,C, 36 months,debt_consolidation,MORTGAGE,IL,54.4,674.0,0
20000.0,100000.0,4.78,9 years,B, 60 months,credit_card,MORTGAGE,AK,50.9,699.0,0
22400.0,90000.0,19.27,2 years,A, 60 months,credit_card,MORTGAGE,OH,24.2,769.0,0
5000.0,52000.0,33.96,8 years,C, 36 months,debt_consolidation,RENT,CA,51.3,679.0,0
2400.0,55000.0,10.12,1 year,C, 36 months,major_purchase,OWN,TX,35.6,704.0,0
10000.0,74000.0,25.85,5 years,A, 36 months,credit_card,MORTGAGE,PA,25.7,774.0,0
10175.0,200000.0,3.76,10+ years,B, 36 months,credit_card,MORTGAGE,NY,54.4,704.0,0
23000.0,80000.0,19.71,10+ years,C, 60 months,credit_card,RENT,NY,69.0,679.0,0
1500.0,45000.0,18.83,2 years,B, 36 months,debt_consolidation,RENT,MN,79.0,674.0,1
10225.0,47200.0,20.9,1 year,B, 36 months,debt_consolidation,RENT,SC,35.1,674.0,0
15000.0,75000.0,26.49,5 years,A, 36 months,credit_card,OWN,AZ,55.9,704.0,0
8000.0,40000.0,18.12,1 year,B, 36 months,credit_card,RENT,CA,99.2,704.0,0
2400.0,42000.0,29.17,7 years,C, 36 months,moving,OWN,SC,61.4,664.0,0
25000.0,60000.0,10.14,3 years,D, 36 months,credit_card,RENT,NY,29.3,669.0,0
28000.0,115000.0,30.6,1 year,B, 60 months,debt_consolidation,RENT,IL,42.5,739.0,1
16000.0,70000.0,15.36,6 years,C, 60 months,debt_consolidation,MORTGAGE,PA,29.0,699.0,0
2000.0,33000.0,32.84,5 years,C, 36 months,debt_consolidation,MORTGAGE,AR,64.1,704.0,0
18000.0,62000.0,21.58,5 years,C, 60 months,debt_consolidation,RENT,PA,90.4,714.0,0
35000.0,165000.0,22.56,10+ years,D, 60 months,debt_consolidation,MORTGAGE,PA,11.4,724.0,0
24000.0,106000.0,9.78,3 years,C, 60 months,debt_consolidation,RENT,ME,87.2,669.0,0
2000.0,90000.0,22.13,10+ years,C, 36 months,vacation,MORTGAGE,KY,35.7,664.0,0
9000.0,70000.0,8.86,9 years,A, 36 months,debt_consolidation,MORTGAGE,CO,29.1,759.0,0
35000.0,105000.0,12.46,10+ years,D, 60 months,debt_consolidation,MORTGAGE,CA,66.4,724.0,0
12000.0,70000.0,18.55,10+ years,D, 36 months,debt_consolidation,MORTGAGE,OH,76.2,674.0,0
2000.0,70000.0,13.05,5 years,B, 36 months,other,RENT,NC,85.0,694.0,0
14400.0,49000.0,25.2,< 1 year,A, 36 months,credit_card,OWN,MN,20.5,734.0,0
21000.0,175000.0,12.44,6 years,B, 60 months,credit_card,RENT,NJ,36.3,704.0,0
8000.0,85000.0,21.98,10+ years,B, 36 months,home_improvement,MORTGAGE,NC,64.7,679.0,0
16000.0,68000.0,25.38,3 years,B, 36 months,credit_card,RENT,NY,78.5,704.0,0
11200.0,52000.0,20.26,10+ years,C, 60 months,debt_consolidation,RENT,FL,47.8,694.0,0
12000.0,88487.0,33.04,10+ years,B, 36 months,debt_consolidation,OWN,TX,65.9,664.0,0
24000.0,130000.0,23.12,10+ years,C, 60 months,credit_card,MORTGAGE,MA,85.7,679.0,0
18000.0,52000.0,20.24,10+ years,B, 60 months,debt_consolidation,MORTGAGE,TX,64.4,729.0,0
15000.0,43000.0,14.62,< 1 year,C, 60 months,credit_card,RENT,TN,83.0,714.0,0
12000.0,36000.0,18.4,10+ years,C, 36 months,credit_card,RENT,NJ,65.2,674.0,0
15000.0,85000.0,5.29,10+ years,B, 36 months,credit_card,MORTGAGE,OH,46.0,664.0,0
5000.0,40000.0,2.46,2 years,B, 36 months,home_improvement,MORTGAGE,PA,95.6,694.0,0
10000.0,110000.0,16.58,7 years,B, 36 months,credit_card,RENT,GA,79.4,679.0,0
5100.0,88000.0,8.75,< 1 year,B, 36 months,debt_consolidation,RENT,VA,14.0,664.0,0
28000.0,120000.0,10.31,2 years,A, 36 months,credit_card,RENT,WA,46.8,704.0,0
8000.0,105000.0,9.95,< 1 year,B, 36 months,credit_card,RENT,TX,17.0,674.0,0
10600.0,185000.0,1.38,10+ years,D, 36 months,debt_consolidation,MORTGAGE,SC,64.3,704.0,0
17000.0,53000.0,24.57,10+ years,A, 36 months,debt_consolidation,RENT,CA,50.2,704.0,0
20000.0,90000.0,19.61,10+ years,A, 36 months,credit_card,MORTGAGE,AK,92.7,684.0,0
12000.0,85000.0,6.81,4 years,A, 36 months,credit_card,RENT,NY,46.7,714.0,0
22975.0,80000.0,33.12,10+ years,B, 60 months,debt_consolidation,MORTGAGE,NJ,51.0,729.0,1
13950.0,47446.0,17.48,10+ years,B, 60 months,debt_consolidation,MORTGAGE,IN,57.5,734.0,0
8000.0,70500.0,13.28,< 1 year,B, 36 months,major_purchase,RENT,VA,5.7,784.0,0
23800.0,120000.0,7.69,< 1 year,F, 60 months,other,RENT,CA,14.3,714.0,1
11000.0,33000.0,22.11,< 1 year,C, 36 months,debt_consolidation,RENT,CT,89.2,664.0,0
8500.0,28000.0,35.45,6 years,C, 36 months,credit_card,MORTGAGE,LA,63.3,689.0,0
5000.0,50000.0,7.66,5 years,C, 36 months,debt_consolidation,MORTGAGE,OH,70.5,679.0,0
6100.0,48000.0,24.25,3 years,D, 36 months,debt_consolidation,MORTGAGE,WY,107.8,749.0,0
10000.0,48000.0,23.93,5 years,A, 36 months,credit_card,RENT,PA,44.1,699.0,0
10500.0,75000.0,12.66,1 year,B, 36 months,debt_consolidation,RENT,NY,47.2,674.0,0
15000.0,55500.0,30.53,10+ years,C, 36 months,debt_consolidation,MORTGAGE,MO,66.9,684.0,1
13725.0,31200.0,17.73,8 years,C, 36 months,debt_consolidation,RENT,MA,55.0,714.0,0
18775.0,65000.0,32.27,10+ years,E, 60 months,home_improvement,MORTGAGE,FL,40.1,669.0,0
9000.0,85500.0,22.02,10+ years,B, 36 months,debt_consolidation,MORTGAGE,TX,31.0,664.0,0
5100.0,13910.0,27.61,8 years,D, 36 months,debt_consolidation,RENT,CA,77.1,684.0,0
17275.0,48000.0,28.08,7 years,C, 36 months,debt_consolidation,RENT,AZ,69.9,674.0,1
11575.0,65000.0,13.88,3 years,G, 36 months,major_purchase,RENT,WA,57.6,669.0,0
25000.0,105000.0,18.86,10+ years,B, 60 months,debt_consolidation,MORTGAGE,NV,45.3,779.0,0
12000.0,103000.0,6.71,1 year,C, 36 months,home_improvement,MORTGAGE,MA,93.9,729.0,0
20000.0,105000.0,37.04,10+ years,C, 60 months,credit_card,MORTGAGE,IL,48.0,684.0,0
9000.0,70000.0,21.11,8 years,A, 36 months,credit_card,RENT,NY,21.7,739.0,0
9100.0,67000.0,30.77,9 years,C, 36 months,debt_consolidation,RENT,NY,42.4,699.0,0
20000.0,60000.0,18.8,10+ years,E, 60 months,debt_consolidation,MORTGAGE,UT,42.0,674.0,0
35000.0,145000.0,9.06,9 years,E, 60 months,debt_consolidation,MORTGAGE,WA,33.6,664.0,0
20000.0,70512.0,23.22,10+ years,C, 36 months,debt_consolidation,MORTGAGE,TX,34.4,719.0,0
12000.0,95000.0,11.03,< 1 year,A, 36 months,home_improvement,MORTGAGE,FL,42.7,709.0,0
11250.0,32000.0,20.37,7 years,E, 36 months,debt_consolidation,RENT,NY,68.1,694.0,0
25950.0,68000.0,28.79,10+ years,D, 60 months,debt_consolidation,MORTGAGE,SD,92.4,709.0,0
5000.0,23000.0,33.46,1 year,C, 36 months,credit_card,RENT,OK,84.0,664.0,0
5400.0,15000.0,35.36,1 year,D, 36 months,other,OWN,NJ,59.0,699.0,0
14400.0,36000.0,34.12,10+ years,E, 60 months,debt_consolidation,MORTGAGE,VA,45.7,679.0,1
12000.0,83600.0,34.22,10+ years,C, 60 months,credit_card,MORTGAGE,OH,92.7,674.0,0
25975.0,115400.0,10.67,6 years,C, 36 months,other,RENT,PA,5.3,759.0,0
24000.0,82784.0,9.58,10+ years,A, 36 months,credit_card,RENT,TX,58.8,759.0,0
8000.0,42750.0,16.23,10+ years,A, 36 months,debt_consolidation,RENT,NJ,61.8,694.0,0
28000.0,140000.0,18.05,10+ years,A, 36 months,credit_card,RENT,HI,42.0,744.0,0
5000.0,45000.0,20.0,3 years,B, 36 months,credit_card,MORTGAGE,MN,49.6,674.0,0
6000.0,34000.0,24.0,< 1 year,C, 36 months,debt_consolidation,RENT,CT,32.9,704.0,0
20000.0,73000.0,27.57,10+ years,E, 60 months,debt_consolidation,OWN,IL,57.2,694.0,0
22000.0,50000.0,22.35,10+ years,A, 36 months,debt_consolidation,MORTGAGE,MD,31.2,739.0,0
5600.0,96000.0,15.41,10+ years,C, 36 months,moving,RENT,CA,62.2,664.0,0
10000.0,47445.0,8.12,8 years,C, 60 months,debt_consolidation,RENT,NV,66.7,679.0,1
20000.0,65000.0,13.64,2 years,B, 36 months,debt_consolidation,MORTGAGE,SC,37.1,699.0,0
15000.0,31000.0,33.98,< 1 year,D, 60 months,debt_consolidation,MORTGAGE,OR,48.9,674.0,1
7200.0,32000.0,22.09,< 1 year,C, 36 months,credit_card,RENT,NC,16.3,674.0,0
14000.0,60000.0,4.6,< 1 year,B, 36 months,debt_consolidation,MORTGAGE,TX,28.1,714.0,0
8000.0,35000.0,17.04,< 1 year,B, 36 months,debt_consolidation,MORTGAGE,LA,70.6,674.0,0
18000.0,130000.0,13.17,10+ years,C, 60 months,debt_consolidation,MORTGAGE,SC,77.0,669.0,0
4900.0,40800.0,24.32,5 years,C, 36 months,credit_card,RENT,FL,40.5,689.0,0
15950.0,120000.0,24.89,10+ years,A, 36 months,credit_card,MORTGAGE,KY,43.3,719.0,1
16000.0,120000.0,7.05,5 years,C, 60 months,debt_consolidation,MORTGAGE,MA,72.4,689.0,0
11500.0,25000.0,32.5,7 years,D, 60 months,credit_card,OWN,PA,40.7,734.0,0
8100.0,54000.0,27.62,10+ years,A, 36 months,debt_consolidation,MORTGAGE,NC,80.1,749.0,0
16800.0,50000.0,27.8,10+ years,A, 36 months,home_improvement,MORTGAGE,MO,20.5,689.0,0
15000.0,97050.0,37.54,10+ years,C, 60 months,debt_consolidation,MORTGAGE,TX,61.0,704.0,0
8000.0,70000.0,20.08,2 years,C, 36 months,debt_consolidation,MORTGAGE,MO,62.2,674.0,0
6000.0,66000.0,19.96,10+ years,B, 36 months,car,MORTGAGE,MN,23.9,699.0,1
8500.0,30000.0,20.72,2 years,C, 36 months,credit_card,RENT,TX,87.4,664.0,0
25000.0,100000.0,28.01,10+ years,B, 36 months,small_business,MORTGAGE,CA,45.1,709.0,0
6000.0,65000.0,12.87,10+ years,A, 36 months,home_improvement,MORTGAGE,VA,6.0,804.0,0
22500.0,72000.0,21.72,3 years,D, 60 months,debt_consolidation,RENT,TX,56.6,664.0,0
2800.0,41000.0,25.61,< 1 year,D, 36 months,debt_consolidation,OWN,MN,28.2,674.0,1
3200.0,84000.0,20.47,7 years,C, 36 months,medical,RENT,TX,48.3,724.0,0
25000.0,63000.0,35.83,10+ years,B, 60 months,credit_card,OWN,TX,66.8,734.0,0
24000.0,75000.0,10.13,10+ years,B, 60 months,debt_consolidation,RENT,TX,8.9,704.0,0
6000.0,92000.0,22.29,7 years,C, 36 months,other,MORTGAGE,TN,58.0,679.0,0
24000.0,72000.0,28.52,10+ years,C, 36 months,credit_card,MORTGAGE,MO,91.0,679.0,0
14025.0,42000.0,13.74,3 years,C, 36 months,debt_consolidation,MORTGAGE,FL,49.0,724.0,0
10700.0,28160.0,31.29,< 1 year,E, 60 months,credit_card,OWN,MI,63.6,674.0,0
7000.0,25000.0,14.5,10+ years,B, 36 months,debt_consolidation,OWN,CA,78.6,674.0,0
33000.0,125000.0,14.62,8 years,C, 60 months,debt_consolidation,MORTGAGE,SC,41.8,734.0,0
12000.0,47000.0,19.71,3 years,B, 36 months,debt_consolidation,MORTGAGE,AZ,54.3,699.0,0
16000.0,103000.0,23.3,1 year,C, 60 months,debt_consolidation,MORTGAGE,NC,86.2,689.0,1
10000.0,155000.0,20.85,8 years,B, 36 months,home_improvement,MORTGAGE,AZ,49.2,674.0,0
12000.0,62000.0,23.4,2 years,B, 60 months,credit_card,OWN,CA,70.0,734.0,0
14000.0,88200.0,26.04,2 years,B, 36 months,debt_consolidation,RENT,CA,98.6,714.0,0
7000.0,80000.0,3.01,2 years,B, 36 months,debt_consolidation,RENT,TX,8.8,669.0,1
15000.0,110000.0,13.34,1 year,A, 36 months,credit_card,MORTGAGE,MA,16.8,719.0,0
35000.0,131000.0,12.5,10+ years,D, 60 months,home_improvement,MORTGAGE,CA,17.7,679.0,0
11200.0,62814.24,17.73,5 years,B, 36 months,debt_consolidation,RENT,VA,51.1,709.0,0
12000.0,90000.0,21.53,< 1 year,C, 60 months,debt_consolidation,RENT,FL,35.8,694.0,0
8000.0,140000.0,20.02,10+ years,A, 36 months,debt_consolidation,MORTGAGE,MI,86.5,694.0,0
4000.0,16400.0,38.73,1 year,C, 36 months,debt_consolidation,RENT,OR,67.2,664.0,1
30475.0,94000.0,4.52,3 years,C, 36 months,debt_consolidation,RENT,NY,81.6,714.0,0
12000.0,70000.0,22.06,5 years,B, 36 months,credit_card,MORTGAGE,OH,46.1,689.0,0
23000.0,50000.0,25.46,8 years,C, 60 months,debt_consolidation,RENT,FL,58.2,699.0,0
30000.0,225000.0,21.84,10+ years,C, 60 months,credit_card,MORTGAGE,OH,83.2,684.0,0
4200.0,45350.0,21.14,1 year,A, 36 months,major_purchase,RENT,CA,43.1,709.0,0
5600.0,38750.0,25.74,8 years,D, 36 months,debt_consolidation,RENT,MI,37.5,704.0,1
24000.0,60259.0,36.15,10+ years,D, 60 months,debt_consolidation,MORTGAGE,TX,31.0,724.0,1
6975.0,34000.0,18.0,< 1 year,E, 36 months,small_business,RENT,NY,58.4,724.0,0
22000.0,105000.0,8.96,10+ years,C, 60 months,credit_card,MORTGAGE,SC,54.1,694.0,1
14000.0,41000.0,38.5,9 years,D, 60 months,debt_consolidation,MORTGAGE,TX,23.0,679.0,0
2000.0,72000.0,36.56,2 years,C, 36 months,credit_card,RENT,NJ,43.9,684.0,0
4800.0,44000.0,14.16,6 years,B, 36 months,credit_card,MORTGAGE,VA,34.4,694.0,0
28800.0,215000.0,9.34,5 years,A, 36 months,credit_card,MORTGAGE,TX,25.4,814.0,0
14400.0,53000.0,17.93,7 years,D, 60 months,debt_consolidation,MORTGAGE,NJ,57.4,674.0,1
9000.0,60000.0,31.9,4 years,B, 36 months,debt_consolidation,MORTGAGE,KY,35.2,679.0,0
8200.0,32000.0,21.01,3 years,C, 36 months,debt_consolidation,MORTGAGE,FL,67.7,669.0,0
12900.0,55000.0,38.36,< 1 year,F, 60 months,debt_consolidation,MORTGAGE,WI,55.2,679.0,0
6000.0,42000.0,26.71,4 years,A, 36 months,debt_consolidation,MORTGAGE,ND,26.0,744.0,0
25000.0,120000.0,12.33,10+ years,B, 60 months,credit_card,RENT,VT,73.0,704.0,0
16000.0,55000.0,25.9,10+ years,C, 60 months,debt_consolidation,MORTGAGE,CA,19.5,669.0,1
25000.0,90000.0,28.1,10+ years,B, 36 months,debt_consolidation,RENT,IL,68.5,689.0,0
25000.0,61000.0,16.74,8 years,D, 36 months,home_improvement,MORTGAGE,MI,24.8,689.0,0
9000.0,24000.0,29.4,< 1 year,A, 36 months,debt_consolidation,OWN,CA,37.0,704.0,0
3000.0,45000.0,21.65,3 years,B, 36 months,major_purchase,MORTGAGE,IL,12.6,704.0,0
8000.0,35000.0,16.15,8 years,C, 36 months,credit_card,OWN,CA,80.9,679.0,0
19000.0,120000.0,16.25,3 years,A, 36 months,debt_consolidation,MORTGAGE,TX,15.2,759.0,0
11200.0,30000.0,16.4,3 years,C, 60 months,credit_card,MORTGAGE,OR,34.3,679.0,0
19600.0,79500.0,21.85,7 years,B, 60 months,credit_card,MORTGAGE,CA,37.6,724.0,1
35000.0,300000.0,3.68,10+ years,B, 36 months,debt_consolidation,MORTGAGE,MO,57.7,684.0,0
35000.0,100000.0,16.6,7 years,E, 60 months,debt_consolidation,RENT,NY,68.7,709.0,0
30000.0,120000.0,15.69,9 years,B, 60 months,credit_card,MORTGAGE,NY,20.3,724.0,0
28000.0,155000.0,16.96,2 years,B, 36 months,debt_consolidation,MORTGAGE,NY,55.1,679.0,0
25000.0,90000.0,17.39,10+ years,E, 60 months,debt_consolidation,MORTGAGE,NV,57.4,714.0,0
15000.0,70000.0,20.83,10+ years,C, 60 months,home_improvement,MORTGAGE,PA,46.8,669.0,1
21600.0,105000.0,10.48,< 1 year,C, 36 months,debt_consolidation,MORTGAGE,TX,95.6,674.0,0
6000.0,70000.0,13.51,10+ years,B, 36 months,debt_consolidation,MORTGAGE,NV,5.0,689.0,0
20000.0,59000.0,18.61,10+ years,B, 60 months,credit_card,RENT,NJ,26.9,684.0,1
19375.0,132000.0,10.05,10+ years,B, 36 months,debt_consolidation,MORTGAGE,FL,39.0,684.0,0
17100.0,75000.0,31.23,10+ years,E, 60 months,debt_consolidation,MORTGAGE,IL,77.6,714.0,0
12000.0,67000.0,6.18,10+ years,C, 36 months,credit_card,MORTGAGE,CA,90.9,664.0,1
35000.0,89500.0,22.87,3 years,D, 36 months,credit_card,MORTGAGE,OH,71.5,664.0,0
15000.0,42000.0,30.29,2 years,C, 36 months,debt_consolidation,MORTGAGE,PA,31.6,719.0,1
35000.0,105000.0,22.25,10+ years,C, 60 months,debt_consolidation,MORTGAGE,SC,74.7,679.0,1
